cgpa,coding_score,internships_count,attendance_percentage,projects_count,communication_score,branch,selected_skills_count,placed
7.54,421,0,90,0,62,mech,3,1
7.76,670,2,58,3,57,eee,1,1
7.22,582,1,73,1,65,ece,4,0
7.72,593,0,98,0,81,ece,1,1
5.74,186,2,70,0,74,cse,4,0
8.29,883,3,80,3,46,ece,4,1
6.27,358,2,95,2,85,civil,4,0
5.92,665,3,74,5,55,ece,5,0
6.25,490,3,64,0,82,mech,6,0
6.3,420,0,65,5,88,cse,5,0
8.12,650,1,85,0,42,cse,4,0
7.86,321,1,61,0,59,eee,7,0
7.08,708,2,97,3,56,eee,7,1
7.09,877,2,88,5,94,civil,7,1
8.59,895,0,64,3,94,ece,2,1
5.64,741,3,78,1,87,cse,3,0
7.2,260,2,95,5,74,mech,8,1
9.6,507,2,80,4,66,eee,4,1
8.11,868,2,94,0,67,mech,5,1
9.86,660,1,84,5,49,civil,4,1
8.49,460,3,73,0,91,eee,0,1
6.48,757,0,58,3,59,cse,6,0
9.25,201,2,63,2,96,eee,8,0
8.96,308,0,100,2,49,ece,6,0
5.86,374,0,85,2,55,mech,6,0
9.57,417,2,93,2,51,civil,6,0
6.95,742,1,98,1,56,ece,6,1
6.85,237,2,91,5,69,civil,2,1
9.44,597,0,63,4,68,eee,8,0
8.71,629,2,82,3,66,mech,7,1
8.02,935,3,60,1,79,eee,3,1
7.18,785,2,58,3,48,mech,0,0
8.93,680,3,58,0,43,eee,1,1
5.94,447,3,99,2,95,cse,1,0
8.53,907,0,99,1,73,ece,8,0
7.73,378,1,74,5,59,cse,7,0
6.4,218,0,64,4,96,cse,8,1
6.42,635,0,87,3,65,cse,1,1
7.68,338,1,89,2,92,civil,7,0
8.28,592,1,95,0,51,ece,3,1
8.84,709,1,85,3,58,eee,1,0
7.72,833,2,80,3,84,cse,7,1
7.41,178,2,84,0,76,mech,0,0
5.65,816,3,57,2,48,mech,7,1
9.92,516,1,77,5,73,mech,8,1
8.45,510,2,84,5,94,ece,4,0
8.46,553,0,96,3,64,mech,2,0
9.67,944,2,63,5,60,civil,5,1
9.23,219,0,56,5,50,ece,1,0
7.75,845,3,75,1,89,ece,1,0
6.28,543,3,59,0,79,eee,1,1
8.87,602,2,93,5,93,cse,2,1
8.64,536,1,95,4,75,ece,3,1
7.47,442,1,67,5,50,mech,8,0
6.37,746,0,95,5,46,ece,0,0
9.52,518,3,91,4,95,cse,5,1
8.78,895,3,67,1,76,mech,8,1
8.28,722,1,59,3,67,mech,1,0
6.07,679,2,61,0,71,ece,0,0
6.99,379,2,71,3,85,eee,1,0
6.21,444,0,89,4,55,civil,8,0
8.28,709,0,92,3,99,eee,0,1
7.4,355,2,58,1,53,civil,5,0
8.49,213,1,86,0,91,civil,0,1
5.82,576,0,90,3,100,ece,4,0
5.97,658,1,96,2,67,mech,4,0
9.44,383,0,58,0,89,ece,8,0
7.21,850,0,90,3,43,mech,6,0
7.43,587,1,62,3,47,civil,5,0
7.04,209,1,69,0,77,cse,3,0
8.89,699,0,55,5,55,cse,1,1
7.47,439,0,75,2,78,ece,4,1
7.29,823,0,97,0,44,eee,8,1
8.67,515,1,83,5,59,eee,8,1
8.44,689,2,75,5,74,civil,1,1
9.55,872,3,72,0,53,ece,8,1
8.84,365,0,78,5,92,ece,0,0
8.64,815,3,62,0,71,cse,4,1
7.23,236,0,72,4,64,mech,0,0
7.23,195,1,68,3,51,mech,8,1
6.87,704,2,56,4,88,eee,4,0
8.16,925,0,76,5,93,civil,6,0
9.02,903,0,61,4,64,eee,8,1
8.08,731,2,65,3,69,ece,2,0
6.76,848,2,60,1,89,civil,4,1
7.28,780,2,78,2,82,eee,0,1
8.06,478,2,66,3,69,cse,7,1
5.67,517,3,95,4,53,mech,0,0
5.86,774,2,59,3,51,eee,4,1
7.73,382,1,64,4,81,cse,3,1
5.67,850,3,92,2,42,civil,3,1
8.72,415,2,56,5,94,eee,8,0
8.2,508,0,59,4,68,cse,8,1
6.42,734,2,98,3,44,mech,4,1
6.97,518,2,81,5,63,mech,4,0
6.22,195,2,64,4,41,cse,3,0
7.8,949,2,68,3,93,civil,0,0
6.18,930,0,59,1,76,civil,8,0
7.93,274,0,93,3,82,civil,8,0
6.71,739,2,70,2,55,eee,3,1
8.87,268,1,83,5,96,mech,5,1
8.02,228,2,96,3,78,ece,7,0
6.53,278,1,81,5,77,ece,4,0
7.04,270,0,81,3,72,ece,7,0
8.98,334,3,55,1,47,mech,4,0
8.7,631,0,63,0,93,mech,0,0
9.95,285,3,82,2,48,mech,8,1
6.82,494,2,92,4,79,cse,0,1
9.64,609,3,95,3,87,mech,4,1
8.65,901,1,92,4,45,ece,0,1
7.16,814,3,79,2,68,ece,8,0
6.76,941,0,69,2,71,eee,0,0
9.54,743,3,73,2,64,eee,2,0
5.69,902,1,82,4,57,civil,5,1
6.78,271,2,72,3,68,ece,2,1
9.63,770,0,69,5,57,ece,1,1
9.27,922,1,56,4,97,cse,8,1
6.38,650,0,78,1,58,civil,6,0
7.84,614,2,62,5,85,cse,7,0
7.72,238,1,72,5,82,cse,5,0
8.85,377,0,75,1,72,eee,4,0
8.81,838,0,100,5,60,cse,6,1
8.67,683,2,67,4,82,cse,0,1
8.14,375,1,71,3,49,mech,2,0
6.77,353,0,88,5,87,ece,0,0
7.71,775,1,100,1,42,mech,4,0
8.34,390,2,85,4,82,ece,4,0
9.44,834,3,86,5,65,civil,5,1
6.83,374,0,73,3,68,eee,3,0
6.02,625,2,97,0,62,mech,2,0
7.68,650,3,98,1,41,eee,4,1
9.5,568,0,90,2,56,eee,6,1
7.49,558,2,58,2,71,ece,5,0
5.71,608,3,69,4,96,ece,8,1
8.31,778,2,63,4,74,cse,0,0
5.91,871,2,77,4,44,cse,8,1
7.91,310,3,100,1,58,ece,5,1
6.47,900,1,55,0,94,cse,8,1
7.29,646,0,65,2,59,cse,3,0
8.6,184,2,62,3,81,mech,2,0
9.44,236,0,59,4,86,mech,0,1
9.24,769,1,61,5,77,mech,3,0
9.37,481,3,87,5,41,eee,4,1
5.95,821,3,79,2,67,cse,3,0
8.02,644,2,99,4,72,ece,6,1
7.74,553,2,89,5,46,mech,3,1
5.61,939,1,83,2,70,civil,1,0
7.0,795,0,61,4,50,ece,7,0
5.88,562,3,88,5,93,civil,3,1
7.72,571,2,76,1,42,eee,6,0
6.71,364,3,89,3,60,ece,5,1
7.67,718,0,61,3,84,cse,6,1
5.56,682,0,65,1,68,cse,0,0
7.73,791,3,63,5,95,civil,6,1
6.84,595,2,98,2,73,eee,5,1
6.25,447,1,94,5,63,civil,4,0
6.45,488,1,65,4,85,mech,0,0
6.31,631,0,55,2,84,ece,3,0
7.92,488,0,58,4,69,civil,2,1
8.36,381,2,95,0,99,ece,4,1
9.6,586,2,78,4,89,mech,4,1
8.39,357,0,92,1,46,ece,4,1
8.04,279,3,76,4,89,civil,4,0
8.82,780,3,68,1,40,ece,3,1
9.12,300,1,65,3,95,cse,5,1
9.86,290,3,82,5,70,eee,4,1
6.03,723,3,79,3,85,mech,5,1
7.85,693,0,93,1,50,eee,2,0
8.02,651,2,98,0,75,mech,5,1
9.4,627,2,82,1,79,civil,3,1
6.31,915,0,67,3,63,civil,3,1
6.9,246,2,71,4,98,cse,4,1
6.74,640,3,57,5,85,eee,4,0
9.87,181,3,93,5,69,mech,2,1
9.44,918,0,57,2,41,civil,2,0
6.3,284,0,81,0,43,mech,0,0
9.36,434,1,96,4,87,cse,5,0
9.32,474,1,92,5,100,eee,8,1
8.49,576,0,59,1,92,civil,2,0
5.88,604,0,72,4,52,civil,6,1
8.86,153,2,72,4,62,cse,5,1
9.26,238,3,60,0,98,cse,2,0
6.34,755,0,65,0,53,eee,7,1
8.76,402,2,98,5,100,ece,2,1
7.21,443,1,72,1,76,eee,6,1
6.35,354,1,73,2,84,mech,4,1
7.1,522,2,96,4,68,ece,0,0
8.13,309,1,99,3,62,eee,3,1
9.86,714,2,60,4,89,ece,4,1
6.67,268,1,85,1,69,civil,5,0
7.2,752,0,75,5,46,eee,0,1
7.64,494,0,66,2,59,ece,7,0
8.88,599,3,92,4,84,mech,6,1
6.6,890,2,93,2,70,mech,4,1
9.68,389,0,81,3,89,eee,6,0
6.24,320,2,93,5,100,civil,3,0
8.06,292,1,97,2,90,cse,1,1
8.95,504,3,80,1,69,cse,2,1
6.27,464,0,66,1,94,ece,6,1
6.6,851,2,55,3,50,eee,1,0
8.59,865,1,85,5,64,mech,3,0
5.93,281,2,63,3,89,eee,4,0
8.79,584,3,89,0,62,mech,0,1
8.24,936,1,78,2,61,civil,0,0
8.88,229,1,63,3,52,cse,3,1
5.92,543,1,82,1,58,eee,6,0
7.66,417,3,66,1,65,civil,1,0
5.87,852,0,96,3,91,cse,2,1
8.09,543,3,55,3,81,mech,6,0
6.86,414,0,93,3,72,eee,7,0
9.3,523,0,66,3,74,mech,1,1
7.02,874,2,67,4,92,civil,7,1
7.59,190,0,86,3,63,cse,5,1
7.02,453,0,89,2,51,eee,5,0
7.51,454,0,93,0,62,cse,8,0
6.62,236,0,63,5,49,mech,6,0
7.05,619,1,88,4,69,cse,1,1
5.67,773,0,79,4,86,cse,5,0
8.87,582,3,56,1,100,eee,1,0
7.45,269,1,91,2,59,civil,8,0
9.07,860,0,78,4,70,ece,6,1
8.6,340,2,87,5,42,civil,6,0
8.55,429,0,81,1,41,mech,2,1
7.58,800,2,61,1,54,cse,5,1
8.25,895,3,92,3,80,civil,5,1
7.64,721,0,76,2,60,eee,7,1
9.34,660,1,89,5,50,mech,4,1
8.47,735,0,95,3,75,eee,1,1
9.93,528,2,73,2,68,mech,0,1
8.13,789,2,91,3,66,cse,4,1
7.71,390,3,89,1,64,civil,1,1
6.48,263,2,66,1,89,mech,8,0
8.88,578,2,75,2,80,cse,5,1
7.9,380,3,86,3,58,mech,2,0
6.3,445,0,89,2,88,mech,2,0
5.94,744,3,81,3,52,cse,3,1
8.29,232,3,56,2,79,ece,2,0
7.62,243,2,56,5,78,mech,8,0
6.37,315,3,78,5,95,ece,2,0
8.71,354,2,63,2,44,cse,3,0
7.57,850,3,70,1,69,civil,1,0
9.27,313,1,84,5,44,cse,0,0
7.33,682,3,79,0,90,mech,4,0
7.92,882,0,83,3,92,cse,4,0
9.23,892,0,78,3,85,civil,7,1
6.06,299,2,92,0,86,ece,5,0
7.03,398,3,68,2,46,eee,1,0
8.69,920,1,71,2,58,mech,5,0
8.65,731,2,93,0,88,ece,2,1
5.62,529,2,100,2,59,ece,4,0
7.48,451,1,99,1,49,civil,4,0
6.66,383,0,68,4,59,ece,0,0
8.75,913,3,85,4,97,ece,5,1
8.14,663,2,88,2,64,mech,2,0
7.67,645,3,55,5,100,cse,5,1
6.43,303,2,93,5,90,cse,3,1
7.57,803,0,88,1,87,ece,5,0
7.29,251,2,87,0,57,civil,8,0
7.92,231,0,83,4,73,ece,3,1
8.83,856,1,69,5,85,mech,2,1
8.24,715,2,60,5,52,cse,2,1
5.77,383,1,92,4,70,mech,1,0
9.02,476,0,67,3,47,mech,1,0
5.95,753,1,93,3,59,civil,0,0
9.38,264,3,96,1,77,civil,7,0
6.63,566,2,86,5,51,eee,8,1
6.78,810,2,71,4,55,eee,4,0
7.76,790,3,62,1,71,cse,5,0
7.79,657,1,66,0,88,mech,4,1
9.38,500,1,67,0,88,ece,3,1
6.87,934,3,61,5,59,civil,3,0
6.2,310,1,80,1,94,ece,2,0
7.82,635,3,72,1,99,eee,7,0
9.25,529,1,74,2,86,eee,5,1
7.41,552,3,55,3,43,mech,5,0
6.13,617,2,56,5,52,ece,4,1
7.18,479,3,79,2,75,civil,3,0
8.28,600,2,61,0,55,ece,5,0
9.74,757,3,57,5,64,mech,3,1
8.23,534,0,61,0,80,eee,4,0
7.47,441,0,85,1,96,cse,5,0
8.8,305,1,92,2,76,ece,8,1
6.6,736,2,90,4,92,eee,0,1
8.96,866,2,78,3,87,ece,2,1
6.52,520,2,67,5,85,eee,4,0
9.7,293,0,96,3,67,mech,7,0
9.24,211,2,56,4,67,cse,8,0
6.97,701,3,73,4,61,cse,1,1
9.88,949,0,89,1,91,civil,1,1
7.61,815,1,59,5,67,eee,7,1
9.46,906,1,96,2,44,ece,5,1
9.02,907,3,56,3,76,eee,0,1
7.25,158,1,75,3,49,eee,3,0
8.96,695,3,96,5,52,civil,5,0
8.72,740,1,67,1,53,eee,2,1
7.9,190,1,89,2,44,eee,5,0
8.46,356,2,65,3,57,ece,3,0
5.62,600,0,79,0,68,ece,6,1
7.47,353,1,79,4,92,cse,1,0
7.78,742,0,65,1,47,mech,5,0
6.93,345,1,60,4,63,mech,4,0
9.75,166,0,79,3,65,cse,5,1
6.89,216,3,96,2,54,cse,6,0
5.57,431,2,57,1,94,ece,2,0
6.08,309,1,99,3,88,cse,0,0
6.44,907,2,78,4,66,ece,6,1
9.71,305,1,78,0,90,ece,0,1
6.88,790,2,71,4,60,cse,0,1
9.5,185,1,81,0,74,mech,8,1
5.95,507,1,60,3,44,cse,7,0
7.37,699,3,63,4,91,cse,4,1
9.55,413,1,75,5,74,eee,1,1
8.87,734,1,63,1,72,ece,2,1
5.87,247,3,73,4,46,ece,3,1
8.79,458,2,100,3,82,civil,8,1
9.94,423,1,75,3,63,ece,0,0
9.1,797,0,67,1,40,ece,0,0
6.57,556,2,55,4,70,mech,5,1
9.41,741,3,83,1,69,civil,4,1
6.03,436,2,76,1,56,eee,7,0
7.55,248,2,88,2,44,eee,6,0
9.84,279,0,69,3,93,cse,1,0
6.83,505,2,83,3,75,cse,8,1
9.19,673,1,64,5,54,cse,3,0
7.09,765,1,91,4,73,cse,8,1
6.54,693,1,78,1,46,ece,3,0
8.88,305,3,67,2,43,mech,4,1
7.85,581,3,84,2,48,eee,0,1
8.69,834,2,68,5,79,civil,1,1
7.35,297,3,65,1,65,ece,6,1
6.37,508,0,69,2,48,mech,1,0
8.14,838,1,68,3,49,eee,5,1
6.03,468,0,95,4,70,ece,7,1
6.06,910,3,64,0,96,eee,4,0
5.68,411,0,95,3,67,civil,2,0
8.61,648,2,69,4,46,cse,5,1
9.32,656,3,81,0,80,cse,4,0
8.8,407,2,81,5,93,eee,5,1
5.96,647,1,92,3,54,civil,6,0
5.97,949,3,90,4,93,civil,6,0
9.42,833,3,57,4,46,civil,1,1
6.03,932,1,78,4,83,civil,6,0
8.73,190,2,96,3,94,mech,8,1
7.29,793,3,97,0,53,civil,2,1
9.76,251,2,81,0,86,mech,4,1
8.57,510,1,72,3,90,cse,5,1
9.96,419,1,68,4,89,civil,5,0
8.89,949,1,86,0,61,eee,8,1
9.26,383,2,74,0,98,cse,6,1
7.74,340,3,67,2,94,mech,5,1
7.47,520,1,65,2,41,cse,3,0
9.59,867,2,90,4,51,mech,1,1
5.91,762,3,71,1,85,eee,8,1
6.1,544,0,73,4,76,cse,5,0
7.49,191,1,90,1,82,eee,0,0
9.25,374,1,69,3,81,ece,2,1
6.6,171,3,83,3,75,civil,3,1
9.32,744,3,95,4,96,mech,4,1
9.92,419,3,78,2,97,ece,5,1
5.85,859,1,75,5,55,civil,2,1
9.63,669,3,89,2,46,civil,3,1
8.73,810,1,84,2,76,cse,7,1
7.74,596,0,65,0,75,mech,8,0
9.53,638,1,59,5,62,cse,4,1
9.76,895,0,100,4,71,mech,2,0
6.47,612,2,89,5,83,eee,5,1
9.09,670,3,64,4,83,civil,5,0
9.87,204,2,92,0,89,cse,1,1
8.79,900,1,70,4,89,ece,2,1
9.68,896,0,76,0,46,mech,6,0
7.22,635,1,76,1,46,eee,5,1
7.44,408,3,60,1,56,mech,3,1
9.94,798,0,76,3,88,cse,8,1
9.46,212,0,98,2,46,ece,0,0
7.88,154,2,79,2,41,civil,5,0
9.8,343,3,66,4,53,eee,1,0
9.61,764,2,91,1,97,mech,2,1
9.16,605,0,94,0,99,civil,1,0
6.9,448,0,77,5,51,civil,8,1
5.95,347,1,94,2,100,mech,8,0
9.03,269,0,76,1,63,ece,3,0
7.71,563,0,77,0,98,mech,1,0
5.91,820,2,88,4,76,civil,8,1
7.96,355,2,75,1,68,ece,4,0
7.42,595,3,60,3,41,mech,1,1
7.68,548,2,86,2,89,cse,8,0
6.35,241,2,92,5,97,civil,8,1
6.91,199,0,58,2,64,ece,5,0
5.74,850,3,87,4,94,ece,8,1
8.65,369,0,84,1,97,ece,5,1
6.42,361,0,57,3,53,cse,4,1
6.58,488,1,79,1,63,mech,0,1
8.19,786,2,82,5,76,eee,3,0
8.44,429,3,99,0,66,mech,6,1
9.55,947,3,71,4,40,mech,0,1
7.52,828,1,59,5,47,cse,2,0
7.7,337,2,65,5,56,mech,4,0
6.78,733,2,61,0,65,ece,1,0
7.74,280,0,85,3,46,cse,3,1
7.25,235,0,70,3,79,eee,7,0
7.49,937,0,97,4,89,ece,3,0
5.7,164,1,76,2,98,ece,5,0
9.56,207,3,79,1,100,eee,8,1
6.33,349,2,97,5,68,cse,7,1
6.61,691,2,90,1,49,civil,5,1
8.58,569,0,94,5,50,eee,5,1
9.56,850,1,55,3,40,civil,0,0
8.96,272,1,95,0,76,civil,1,1
9.21,637,3,73,5,79,mech,7,0
6.57,652,2,77,5,69,mech,2,1
9.46,379,1,73,5,86,ece,6,0
9.47,526,0,82,2,49,cse,7,1
9.46,382,3,63,5,62,ece,6,1
7.38,901,3,83,3,69,eee,5,1
7.29,890,1,70,1,85,ece,3,0
8.78,783,2,84,4,95,mech,5,1
6.46,294,3,61,4,81,mech,4,0
9.8,788,3,58,1,53,eee,8,0
8.47,679,3,66,3,41,ece,6,1
6.28,913,1,96,3,76,ece,2,1
7.61,906,1,86,2,79,civil,8,0
9.44,842,0,59,0,41,cse,0,1
5.9,515,1,64,1,59,cse,5,0
6.92,607,3,76,5,51,eee,4,1
8.03,305,1,81,0,74,civil,6,1
7.99,630,2,99,1,47,ece,7,1
5.68,540,3,79,3,50,cse,5,0
8.13,336,3,56,3,100,civil,5,0
9.95,528,0,66,1,79,eee,6,0
6.0,834,1,95,2,58,cse,5,0
9.1,166,3,65,2,94,eee,3,0
9.92,174,3,75,1,43,ece,4,1
9.98,495,0,72,5,88,mech,1,1
5.64,789,0,91,0,59,mech,3,0
7.21,186,2,99,3,61,eee,8,0
9.03,566,2,63,2,86,eee,8,1
6.77,235,3,97,0,91,eee,8,0
5.6,281,0,70,0,51,eee,1,0
9.11,947,0,59,0,86,cse,5,0
8.28,309,3,95,2,90,cse,1,1
6.12,913,0,66,0,85,cse,0,0
8.59,365,0,100,0,64,eee,8,1
9.18,875,3,93,5,51,mech,4,1
8.16,212,3,66,4,40,cse,2,0
6.68,705,1,99,0,84,cse,3,1
6.95,383,1,80,5,93,civil,4,0
7.78,442,1,82,2,92,eee,3,0
8.45,849,2,73,1,44,cse,1,1
9.56,211,3,60,5,88,mech,0,0
8.54,476,2,99,5,78,cse,4,1
6.94,516,3,78,3,59,mech,5,1
8.85,383,1,57,5,62,mech,7,0
6.96,562,3,84,3,49,ece,6,1
5.61,292,2,79,5,49,mech,5,1
9.06,827,1,64,4,100,ece,3,1
7.26,303,2,76,1,41,mech,6,1
9.23,712,2,69,1,71,civil,7,1
9.76,313,3,97,0,62,cse,1,0
8.68,772,2,64,1,73,mech,3,1
5.56,465,1,76,5,59,civil,6,0
8.2,692,2,76,5,63,ece,5,1
7.63,168,3,78,3,55,ece,5,0
9.6,470,3,72,4,61,civil,5,0
9.56,479,1,100,4,79,ece,3,1
7.61,169,2,87,0,64,ece,5,1
7.71,767,2,59,3,64,ece,4,0
7.14,946,0,85,1,54,cse,5,1
8.29,725,1,72,2,71,eee,8,1
9.15,342,0,73,5,43,ece,8,0
6.77,535,3,99,0,59,eee,3,1
5.61,817,3,60,2,69,ece,7,0
8.0,758,3,75,0,99,eee,7,1
8.68,614,2,65,4,48,eee,0,1
9.4,715,3,78,1,60,mech,8,1
7.45,481,3,66,2,79,cse,4,1
8.9,190,0,100,5,48,mech,1,0
6.13,254,1,100,1,45,eee,5,0
7.36,918,0,86,3,74,cse,8,1
9.05,861,1,90,0,92,ece,7,1
8.93,417,1,70,0,81,civil,0,1
9.29,380,3,57,0,54,ece,2,0
6.12,477,2,79,5,82,mech,0,0
6.8,174,3,90,0,42,ece,0,1
8.12,157,2,99,0,77,eee,8,0
6.24,367,1,89,0,98,civil,4,0
7.18,547,1,67,4,56,eee,3,1
6.67,272,2,83,0,68,civil,8,0
6.42,265,0,79,0,87,ece,3,0
8.81,455,1,92,2,63,mech,0,0
6.53,408,1,87,0,59,cse,3,0
9.37,361,3,79,5,60,mech,6,1
6.24,653,3,90,4,58,ece,1,0
9.48,181,0,55,2,99,cse,4,0
8.78,313,0,58,2,53,ece,6,0
7.18,436,3,96,0,59,cse,1,1
6.68,359,0,95,5,100,cse,7,1
6.01,892,1,84,4,84,civil,4,1
8.66,641,0,99,1,53,cse,6,0
5.63,659,3,84,3,51,cse,0,0
9.82,437,2,85,1,91,eee,0,0
9.83,342,1,99,3,91,cse,0,0
9.26,595,3,69,5,94,cse,4,1
8.19,617,3,89,1,63,eee,8,1
6.94,804,2,81,1,77,mech,5,1
7.06,449,1,98,3,83,civil,6,1
7.44,766,2,63,2,99,eee,7,1
7.93,846,1,57,2,72,ece,5,0
9.24,313,1,68,5,65,cse,6,0
9.96,707,0,88,0,76,cse,4,0
8.49,318,1,98,5,90,eee,7,1
8.79,532,3,88,5,92,mech,3,1
8.87,854,0,69,5,81,mech,2,0
9.53,342,0,87,0,71,ece,1,0
6.88,923,3,74,1,74,cse,3,1
5.64,273,1,66,5,44,cse,4,0
6.04,516,3,55,5,78,eee,5,1
6.44,588,3,95,4,77,cse,7,0
7.75,509,0,71,5,70,mech,8,0
7.4,751,2,98,3,41,mech,0,0
8.92,238,3,71,4,45,cse,3,0
8.72,246,3,79,5,61,ece,7,1
6.89,945,3,68,4,66,cse,0,0
8.17,841,0,87,3,44,civil,2,1
8.64,547,0,71,4,47,civil,7,1
7.53,316,0,73,4,61,mech,1,0
9.86,228,1,85,3,55,cse,6,0
9.13,330,3,57,2,51,ece,5,0
8.13,655,1,100,3,91,cse,1,1
6.09,769,0,83,3,63,mech,0,0
9.54,527,0,81,3,42,eee,6,1
7.4,216,0,71,5,62,mech,6,0
6.59,290,0,56,1,45,civil,2,0
7.51,709,2,90,2,70,cse,2,1
6.02,190,1,67,1,59,ece,6,1
5.77,162,0,88,5,57,civil,8,1
9.46,290,2,70,3,91,ece,3,0
7.65,369,0,66,3,75,civil,1,1
6.07,672,1,59,3,72,cse,2,1
8.89,790,2,69,2,66,cse,6,1
6.94,554,0,67,5,86,eee,6,0
9.26,380,1,85,4,100,civil,6,0
8.9,311,1,93,4,58,mech,1,1
5.64,217,0,100,1,89,cse,5,0
6.76,815,2,74,4,78,eee,4,0
7.61,649,3,99,4,84,civil,2,1
5.91,651,2,89,4,79,cse,4,0
9.7,445,1,75,2,98,ece,3,1
6.88,493,3,72,2,78,mech,3,0
9.51,292,2,67,5,83,eee,8,0
6.42,623,1,62,5,86,eee,3,1
9.05,495,1,96,3,63,ece,6,1
6.72,731,3,89,2,49,eee,1,1
9.85,713,3,55,0,52,eee,7,1
9.96,747,2,87,4,66,ece,4,1
7.42,651,0,85,3,64,eee,1,1
6.05,928,0,57,0,57,cse,8,0
6.07,248,3,68,0,97,civil,0,1
7.02,789,2,73,3,55,ece,3,0
8.07,423,2,70,1,41,civil,5,0
6.27,542,1,89,4,41,ece,1,0
8.26,426,3,62,0,55,mech,3,1
8.24,327,1,72,0,40,ece,4,0
9.37,545,3,68,1,46,cse,6,0
7.49,906,3,94,3,41,civil,4,1
8.53,597,2,75,0,71,civil,6,0
8.23,531,1,100,0,78,mech,2,0
6.43,471,2,80,2,55,eee,3,0
9.45,174,1,96,5,44,mech,0,1
7.05,540,0,86,3,86,mech,6,1
6.65,384,2,78,2,70,ece,2,1
8.13,679,1,57,3,63,cse,3,1
9.62,244,0,71,0,73,eee,7,1
6.14,596,2,66,1,66,eee,2,0
6.54,244,0,91,5,90,ece,4,0
9.74,321,1,56,1,78,cse,1,0
6.71,333,0,84,4,88,eee,2,1
9.69,401,0,75,1,89,eee,8,0
7.75,208,3,63,1,43,mech,2,0
6.59,773,2,91,2,69,ece,7,1
5.99,404,1,95,4,88,cse,1,0
6.11,444,3,88,3,83,mech,8,0
7.32,687,3,96,4,62,civil,6,0
7.86,567,1,87,3,48,cse,3,1
9.98,455,0,93,3,64,mech,4,1
6.92,353,0,68,3,89,ece,7,0
9.06,917,1,96,2,65,ece,2,1
6.52,599,2,86,3,69,mech,5,0
7.58,575,0,70,1,97,cse,4,1
7.08,545,3,59,4,58,eee,8,0
5.68,640,0,77,2,52,eee,8,1
9.96,299,2,58,0,72,ece,8,1
7.52,492,3,77,4,60,eee,5,1
7.83,276,3,86,3,88,civil,0,0
7.97,916,0,64,3,61,mech,4,1
8.93,351,0,94,3,57,mech,3,1
6.86,286,1,81,4,52,mech,2,0
8.06,365,0,59,1,94,cse,4,0
9.04,374,3,65,5,71,cse,1,0
9.15,500,2,85,2,76,civil,8,0
9.16,488,2,88,1,82,civil,8,0
9.13,946,1,69,0,67,mech,4,1
7.79,660,3,58,4,59,eee,1,0
8.0,374,1,84,1,99,cse,8,1
7.36,559,3,91,2,59,cse,3,1
7.67,828,0,75,0,67,mech,6,1
7.63,181,2,78,0,59,ece,7,0
7.71,555,1,80,3,94,ece,4,1
9.12,494,1,93,2,77,mech,1,1
5.87,905,0,64,4,67,mech,1,0
9.07,864,1,58,0,70,ece,0,1
9.93,525,2,97,4,45,cse,2,0
6.99,189,0,57,4,40,ece,2,0
9.21,652,0,72,4,58,civil,8,1
8.26,291,0,84,4,94,eee,2,0
8.65,248,3,93,1,84,eee,0,1
7.02,316,3,83,2,100,civil,4,1
8.68,560,3,70,2,82,eee,3,1
6.17,308,0,60,0,77,cse,2,1
7.52,302,0,73,2,84,eee,3,0
7.46,275,2,100,1,97,mech,0,1
7.26,503,0,58,0,93,eee,6,1
7.74,824,3,100,2,68,ece,5,1
8.68,824,2,91,5,51,cse,2,0
7.37,648,2,64,0,96,ece,3,0
7.73,434,1,66,3,42,cse,5,0
9.1,531,2,55,0,70,civil,3,1
7.0,824,2,88,3,96,civil,3,1
9.77,190,3,92,4,58,civil,7,1
7.0,567,0,85,3,99,mech,3,0
9.26,378,3,71,2,97,cse,3,1
8.11,554,2,55,4,54,cse,3,0
7.52,556,0,82,0,44,eee,8,0
7.96,576,0,87,5,90,eee,0,1
8.11,696,2,62,1,99,mech,8,0
6.3,821,1,55,5,67,cse,5,0
9.76,171,0,63,5,86,eee,2,0
8.52,575,1,82,1,86,ece,5,1
9.69,466,0,59,1,95,cse,0,0
5.8,938,2,66,0,88,mech,5,1
8.95,948,3,87,0,70,civil,4,1
7.1,244,2,66,3,91,ece,8,0
8.76,785,0,59,1,49,eee,2,1
8.6,348,3,95,2,41,eee,6,0
7.45,674,3,68,1,52,civil,7,0
8.86,218,1,97,3,75,mech,6,1
7.16,192,0,83,1,40,civil,5,1
8.49,531,2,81,5,93,cse,5,0
5.88,248,0,92,1,70,mech,8,0
8.77,498,0,94,0,90,eee,3,1
9.2,450,0,61,0,100,eee,2,0
9.17,306,2,76,3,44,civil,5,1
6.89,457,3,56,0,58,eee,2,0
9.41,687,0,78,0,46,eee,5,1
6.06,740,1,92,0,54,cse,4,1
8.92,922,0,100,4,99,civil,8,1
7.99,454,0,80,0,59,mech,1,0
6.71,203,1,59,0,100,civil,0,0
7.65,630,2,80,4,46,eee,2,1
8.03,403,0,76,1,51,civil,1,0
5.58,373,1,65,5,92,civil,3,0
5.52,685,2,91,5,89,ece,7,0
5.77,366,3,67,4,58,eee,2,0
8.16,742,2,72,1,79,cse,6,1
8.22,151,0,80,4,52,eee,2,0
